Author,and,they,who,in,his,there,one,that,had,the,for,he,of,these,were,with,when,was,them,unto,himself,by,which,is,all,also,again,out,to,him,from,forth,god,said,be,hath,thine,into,thy,me,thyself,have,lord,will,not,lest,thou,shouldest,say,let,their,what,my,hast,no,shall,but,now,if,it,thee,whereby,an,each,upon,whom,shalt,yet,those,whose,may,her,do,as,whence,whither,because,man,every,seest,wherefore,make,many,neither,more,wherein,whosoever,we,our,then,according,your,throughout,did,notwithstanding,other,should,therefore,thence,like,therefrom,are,or,ye,how,thereof,being,abundance,ever,where,doeth,yea,till,among,than,been,without,cometh,thus,therewith,moreover,much,therein,once,becometh,must,hence,some,would,whereof,didst,inasmuch,downward,whereto,whatsoever,thereby,outward,howsoever,henceforth,thereon,thereupon,thereunto,became,wherewith,oft,oftentimes,such,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,verily,whereon,soever,could,forthwith,wheresoever,whoso,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,o_percentage_use,k_percentage_use,l_percentage_use,b_percentage_use,r_percentage_use,m_percentage_use,s_percentage_use,w_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,c_percentage_use,f_percentage_use,v_percentage_use,u_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,9.0,2.0,4.0,15.0,8.0,2.0,1.0,12.0,0.0,31,4.0,7.0,18.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,3.0,7.0,0.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,6.0,9.0,0.0,5.0,11.0,2.0,10.0,0.0,9.0,0.0,0.0,2.0,3.0,0.0,19.0,4.0,1.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06841046277665996,0.0613682092555332,0.03169014084507042,0.10915492957746478,0.08953722334004025,0.12877263581488935,0.023641851106639838,0.08249496981891348,0.006539235412474849,0.049798792756539235,0.011569416498993963,0.05985915492957746,0.025653923541247486,0.05482897384305835,0.014084507042253521,0.06086519114688129,0.019617706237424547,0.019617706237424547,0.015593561368209255,0.021629778672032193,0.011066398390342052,0.02716297786720322,0.0005030181086519115,0.001006036217303823,0.002012072434607646,0.001006036217303823,490,4.057142857142857,20.416666666666668,273.99748490945666
Solomon and others,10.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08163265306122448,0.08719851576994433,0.05380333951762523,0.11873840445269017,0.07792207792207792,0.11317254174397032,0.02411873840445269,0.07421150278293136,0.00927643784786642,0.05380333951762523,0.01855287569573284,0.05009276437847866,0.025974025974025976,0.04452690166975881,0.01855287569573284,0.04452690166975881,0.01855287569573284,0.00927643784786642,0.014842300556586271,0.027829313543599257,0.0055658627087198514,0.02411873840445269,0.0,0.0,0.0,0.0,136,3.963235294117647,15.11111111111111,82.99628942486085
Solomon,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.062111801242236024,0.046583850931677016,0.10248447204968944,0.08695652173913043,0.10559006211180125,0.024844720496894408,0.08385093167701864,0.0,0.052795031055900624,0.003105590062111801,0.040372670807453416,0.031055900621118012,0.049689440993788817,0.031055900621118012,0.10248447204968944,0.021739130434782608,0.006211180124223602,0.006211180124223602,0.027950310559006212,0.012422360248447204,0.021739130434782608,0.0,0.0,0.003105590062111801,0.003105590062111801,85,3.788235294117647,28.333333333333332,43.996894409937894
Isaiah,33.0,0.0,0.0,6.0,0.0,1.0,2.0,8.0,0.0,33,2.0,2.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10543390105433902,0.0851581508515815,0.054339010543390104,0.08434712084347121,0.06974858069748581,0.12165450121654502,0.0186536901865369,0.0575831305758313,0.0040551500405515,0.0689375506893755,0.021086780210867802,0.04460665044606651,0.0227088402270884,0.06163828061638281,0.015409570154095702,0.050283860502838604,0.021897810218978103,0.015409570154095702,0.014598540145985401,0.025952960259529603,0.006488240064882401,0.021086780210867802,0.0024330900243309003,0.0008110300081103001,0.0040551500405515,0.0,302,4.082781456953643,25.166666666666668,170.99837793998387
Jeremiah,15.0,8.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,19,4.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,7.0,0.0,5.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,4.0,4.0,0.0,5.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,2.0,7.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08541392904073587,0.06110381077529566,0.047963206307490146,0.09132720105124836,0.0795006570302234,0.12943495400788435,0.022339027595269383,0.0735873850197109,0.0045992115637319315,0.051248357424441525,0.013797634691195795,0.045992115637319315,0.02890932982917214,0.06701708278580815,0.01971090670170828,0.059789750328515114,0.01576872536136662,0.0164257555847569,0.022339027595269383,0.0164257555847569,0.011826544021024968,0.03153745072273324,0.0,0.0,0.0032851511169513796,0.0,359,4.2395543175487465,23.866666666666667,180.99934296977665
Ezekiel,30.0,3.0,0.0,6.0,0.0,1.0,3.0,4.0,0.0,14,3.0,2.0,12.0,0.0,0.0,6.0,1.0,0.0,3.0,3.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,8.0,0.0,1.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09941137998691955,0.06867233485938522,0.05493786788750817,0.1170699803793329,0.08763897972531066,0.1196860693263571,0.01962066710268149,0.060170045781556575,0.009810333551340745,0.04316546762589928,0.020274689339437543,0.04839764551994768,0.02485284499672989,0.04643557880967953,0.01962066710268149,0.06344015696533682,0.009156311314584695,0.010464355788096796,0.011118378024852845,0.02158273381294964,0.005886200130804447,0.030739045127534337,0.0006540222367560497,0.0006540222367560497,0.0006540222367560497,0.0006540222367560497,387,3.950904392764858,32.0,224.9947678221059
Daniel,7.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,5,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10289389067524116,0.10932475884244373,0.05787781350482315,0.0932475884244373,0.06752411575562701,0.12218649517684887,0.00964630225080386,0.05466237942122187,0.01607717041800643,0.04501607717041801,0.006430868167202572,0.04823151125401929,0.04180064308681672,0.04180064308681672,0.012861736334405145,0.0707395498392283,0.02572347266881029,0.0,0.012861736334405145,0.02572347266881029,0.003215434083601286,0.02572347266881029,0.003215434083601286,0.0,0.0,0.003215434083601286,68,4.573529411764706,22.666666666666668,38.999999999999986
Hosea,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.06015037593984962,0.045112781954887216,0.06766917293233082,0.07518796992481203,0.10526315789473684,0.05263157894736842,0.09774436090225563,0.0,0.06015037593984962,0.06766917293233082,0.06766917293233082,0.03007518796992481,0.05263157894736842,0.03759398496240601,0.03759398496240601,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.022556390977443608,0.03007518796992481,0.0,0.0,0.007518796992481203,0.0,37,3.5945945945945947,37.0,24.0
Joel,22.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,19,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09915356711003627,0.07255139056831923,0.05562273276904474,0.07859733978234583,0.06892382103990327,0.10640870616686819,0.03385731559854897,0.07980652962515115,0.0024183796856106408,0.06771463119709795,0.006045949214026602,0.06529625151148731,0.032648125755743655,0.05562273276904474,0.019347037484885126,0.05199516324062878,0.010882708585247884,0.02176541717049577,0.010882708585247884,0.019347037484885126,0.007255139056831923,0.030229746070133012,0.0012091898428053204,0.0,0.0012091898428053204,0.0,208,3.9759615384615383,29.714285714285715,119.9987908101572
Amos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1076923076923077,0.03076923076923077,0.03076923076923077,0.06153846153846154,0.09230769230769231,0.12307692307692308,0.0,0.06153846153846154,0.0,0.1076923076923077,0.015384615384615385,0.046153846153846156,0.0,0.046153846153846156,0.046153846153846156,0.06153846153846154,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.046153846153846156,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.0,0.0,0.0,17,3.823529411764706,17.0,8.999999999999996
Obadiah,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,6,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755813953488372,0.05232558139534884,0.05813953488372093,0.11918604651162791,0.09593023255813954,0.12209302325581395,0.029069767441860465,0.09302325581395349,0.0029069767441860465,0.03488372093023256,0.0029069767441860465,0.0377906976744186,0.014534883720930232,0.06395348837209303,0.0029069767441860465,0.0755813953488372,0.0029069767441860465,0.011627906976744186,0.023255813953488372,0.03197674418604651,0.01744186046511628,0.03197674418604651,0.0,0.0,0.0,0.0,79,4.3544303797468356,39.5,52.99999999999999
Jonah,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07751937984496124,0.06976744186046512,0.046511627906976744,0.1124031007751938,0.07751937984496124,0.10077519379844961,0.023255813953488372,0.08527131782945736,0.011627906976744186,0.03875968992248062,0.007751937984496124,0.03875968992248062,0.015503875968992248,0.04263565891472868,0.023255813953488372,0.08527131782945736,0.015503875968992248,0.011627906976744186,0.023255813953488372,0.023255813953488372,0.031007751937984496,0.023255813953488372,0.0,0.0,0.007751937984496124,0.0,64,4.03125,16.0,35.992248062015484
Micah,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09852216748768473,0.04926108374384237,0.03940886699507389,0.09852216748768473,0.10344827586206896,0.15763546798029557,0.009852216748768473,0.06403940886699508,0.0,0.09359605911330049,0.019704433497536946,0.07389162561576355,0.0049261083743842365,0.04433497536945813,0.009852216748768473,0.054187192118226604,0.014778325123152709,0.0049261083743842365,0.0049261083743842365,0.03940886699507389,0.0049261083743842365,0.009852216748768473,0.0,0.0,0.0,0.0,51,3.980392156862745,51.0,34.00000000000002
Nahum,16.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,16,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07427536231884058,0.08333333333333333,0.059782608695652176,0.07427536231884058,0.08876811594202899,0.1322463768115942,0.014492753623188406,0.06521739130434782,0.007246376811594203,0.06521739130434782,0.007246376811594203,0.043478260869565216,0.021739130434782608,0.06884057971014493,0.021739130434782608,0.07246376811594203,0.018115942028985508,0.014492753623188406,0.014492753623188406,0.025362318840579712,0.009057971014492754,0.012681159420289856,0.0,0.0,0.0,0.0,138,4.0,34.25,73.9945652173913
Habakkuk,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,17,4.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07573415765069552,0.05409582689335394,0.0401854714064915,0.1143740340030912,0.09582689335394126,0.12982998454404945,0.012364760432766615,0.080370942812983,0.01854714064914992,0.0571870170015456,0.017001545595054096,0.05409582689335394,0.02627511591962906,0.04173106646058733,0.015455950540958269,0.04791344667697063,0.01854714064914992,0.0077279752704791345,0.015455950540958269,0.03400309119010819,0.012364760432766615,0.023183925811437404,0.0,0.0,0.0,0.0,155,4.174193548387096,30.6,90.9922720247295
Zephaniah,9.0,0.0,0.0,7.0,2.0,1.0,1.0,4.0,0.0,14,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734375,0.0734375,0.053125,0.0984375,0.084375,0.128125,0.015625,0.0765625,0.00625,0.059375,0.0140625,0.0546875,0.009375,0.0796875,0.0203125,0.075,0.0109375,0.0109375,0.025,0.0109375,0.009375,0.0078125,0.0,0.0,0.0015625,0.0,156,4.102564102564102,31.2,84.9984375
